event_id,visible,timestamp,location_long,location_lat,external_temperature,gps:hdop,gps:satellite_count,height_above_ellipsoid,tag_tech_spec,sensor_type,individual_taxon_canonical_name,tag_local_identifier,individual_local_identifier,study_name
32050677258,TRUE,17/08/2018 11:45,9.88337,46.81244,33,1.9,7,2097.89,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677204,TRUE,17/08/2018 12:00,9.88241,46.81224,34,2.9,6,2083.2,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677328,TRUE,17/08/2018 12:15,9.88418,46.81144,33.5,2.8,7,2066.78,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677642,TRUE,17/08/2018 12:45,9.89318,46.80815,27.5,1.7,8,2002.54,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677644,TRUE,17/08/2018 13:00,9.89324,46.80813,31.5,1.3,7,1997.87,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678081,TRUE,17/08/2018 13:15,9.90262,46.8024,32,1.7,7,2050.93,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678340,TRUE,17/08/2018 13:45,9.90336,46.80249,37,1.5,6,2063.41,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678349,TRUE,17/08/2018 14:00,9.90338,46.80245,37,1.4,7,2095.75,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678189,TRUE,17/08/2018 14:15,9.90297,46.80254,36,1.6,8,2069.24,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678212,TRUE,17/08/2018 14:30,9.90302,46.80255,35.5,1.4,7,2068.91,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677344,TRUE,17/08/2018 14:45,9.88437,46.81177,33.5,2.1,7,2067.87,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677333,TRUE,17/08/2018 15:00,9.88427,46.81182,33.5,3.9,6,2017.82,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677316,TRUE,17/08/2018 15:15,9.88404,46.81145,33,3,7,2049.07,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677343,TRUE,17/08/2018 15:30,9.88435,46.81115,33,1.3,8,2054.66,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677280,TRUE,17/08/2018 15:45,9.88367,46.81167,33,1.3,7,2068.58,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677156,TRUE,17/08/2018 16:00,9.88193,46.81224,32.5,2.6,7,2173.11,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677223,TRUE,17/08/2018 16:15,9.88268,46.81247,32.5,1.3,7,2134.83,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677227,TRUE,17/08/2018 16:30,9.88286,46.81148,31,2.2,7,2056.68,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676392,TRUE,17/08/2018 16:45,9.87159,46.81422,30,1.3,7,2093.16,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676003,TRUE,17/08/2018 17:00,9.86822,46.81509,30.5,1.5,8,2233.64,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676029,TRUE,17/08/2018 17:15,9.86839,46.81517,30,2.3,7,2259.07,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050675687,TRUE,17/08/2018 17:30,9.86687,46.81459,30,1.2,8,2183.58,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050675739,TRUE,17/08/2018 17:45,9.86705,46.81455,32,1.6,6,2186.46,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676730,TRUE,18/08/2018 09:00,9.87539,46.81509,29.5,3,7,2154.68,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677010,TRUE,18/08/2018 09:30,9.8798,46.81286,33,1.8,6,2134.05,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678102,TRUE,18/08/2018 09:45,9.9027,46.80256,34,2,7,2070.94,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676652,TRUE,18/08/2018 10:15,9.87353,46.81364,35.5,1.4,8,2100.83,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676078,TRUE,18/08/2018 10:30,9.86883,46.81506,34,2.6,5,2140.27,05:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676129,TRUE,18/08/2018 10:45,9.8692,46.81488,36,1.6,5,2141.18,05:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676219,TRUE,18/08/2018 11:15,9.87022,46.81469,36,1.4,7,2177.98,07:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676763,TRUE,18/08/2018 11:30,9.87584,46.81614,35,1.3,8,2218.35,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678185,TRUE,18/08/2018 11:45,9.90296,46.80262,33,1.5,7,2098.8,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678086,TRUE,18/08/2018 12:00,9.90265,46.80286,33,3.5,6,2041.45,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677327,TRUE,18/08/2018 12:45,9.88417,46.81155,30,1.8,8,2108.3,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676475,TRUE,18/08/2018 13:00,9.8721,46.81643,30,1.3,8,2242.77,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678433,TRUE,18/08/2018 13:45,9.90369,46.80274,33,3.7,6,2038.36,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678382,TRUE,18/08/2018 14:00,9.90349,46.80275,32.5,3.4,6,2037.33,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677164,TRUE,18/08/2018 14:15,9.882,46.81283,32.5,1.5,8,2119.45,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050675734,TRUE,18/08/2018 15:00,9.86703,46.81606,33.5,2,6,2168.91,06:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676935,TRUE,18/08/2018 15:15,9.87913,46.81279,31.5,1.3,8,2144.28,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677547,TRUE,18/08/2018 15:30,9.88898,46.80866,33,1.6,7,1980.3,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678112,TRUE,18/08/2018 16:00,9.90274,46.80245,30,3,7,2070.66,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678167,TRUE,18/08/2018 16:15,9.90292,46.80259,28.5,3.6,5,2069.39,05:05,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678326,TRUE,18/08/2018 16:30,9.90333,46.80223,24.5,2.1,7,2079.99,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678213,TRUE,18/08/2018 17:00,9.90302,46.80224,24,1.8,7,2066.89,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678357,TRUE,19/08/2018 09:00,9.90339,46.80239,32.5,1.3,6,2031.7,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677256,TRUE,19/08/2018 10:00,9.88336,46.81125,34.5,1.5,7,2018.14,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678323,TRUE,19/08/2018 11:00,9.90332,46.80212,35,2.4,5,2055.56,05:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678186,TRUE,19/08/2018 11:15,9.90296,46.8024,36,1.2,7,2091.44,07:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678620,TRUE,19/08/2018 11:30,9.90487,46.80095,33,1.4,7,2094.58,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678623,TRUE,19/08/2018 11:45,9.90488,46.80091,31,3.8,6,2094.37,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678369,TRUE,19/08/2018 12:00,9.90344,46.80298,31.5,3.9,7,2086.51,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677674,TRUE,19/08/2018 12:15,9.89478,46.80702,31,3.1,7,1989.49,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677306,TRUE,19/08/2018 12:30,9.88397,46.81156,32,1.2,8,2074.74,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677212,TRUE,19/08/2018 12:45,9.88252,46.8117,33,1.4,8,2128.58,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677118,TRUE,19/08/2018 13:15,9.88131,46.81198,34.5,2.9,6,2118.52,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677093,TRUE,19/08/2018 13:30,9.88089,46.81147,35,1.5,7,2103,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677964,TRUE,19/08/2018 13:45,9.90163,46.80245,31.5,1.3,8,2045.21,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678224,TRUE,19/08/2018 14:15,9.90306,46.80249,36.5,1.2,7,2004.55,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676238,TRUE,19/08/2018 14:30,9.87034,46.81331,28.5,2.7,7,2078.97,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676123,TRUE,19/08/2018 15:00,9.86914,46.81504,30.5,1.7,8,2197.17,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676140,TRUE,19/08/2018 15:15,9.8693,46.81426,24.5,3.1,6,2129.82,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676110,TRUE,19/08/2018 15:30,9.86906,46.81482,24,1.5,7,2183.25,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676124,TRUE,19/08/2018 16:00,9.86914,46.81484,29,1.6,8,2206.42,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676085,TRUE,19/08/2018 16:15,9.86887,46.81487,30,1.5,6,2212.17,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050675768,TRUE,19/08/2018 16:30,9.86717,46.81463,27.5,1.7,8,2190.03,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050675785,TRUE,19/08/2018 16:45,9.86724,46.8145,28.5,1.5,7,2181.25,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676098,TRUE,19/08/2018 17:00,9.86897,46.81463,29.5,1.6,7,2202.26,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676125,TRUE,19/08/2018 17:15,9.86914,46.81475,31,1.3,8,2201.65,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676090,TRUE,19/08/2018 17:30,9.86891,46.81447,29.5,1.3,7,2191.83,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050675924,TRUE,19/08/2018 17:45,9.8679,46.81452,29.5,1.4,8,2183.18,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678394,TRUE,20/08/2018 09:00,9.90352,46.80292,32.5,2.6,5,2030.08,05:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677092,TRUE,20/08/2018 09:30,9.88087,46.81247,32.5,1.6,8,2115.26,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676905,TRUE,20/08/2018 10:00,9.87875,46.81262,34,1.7,6,2136.86,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678087,TRUE,20/08/2018 10:30,9.90265,46.80236,33.5,1.3,7,1990.26,07:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677476,TRUE,20/08/2018 11:00,9.88723,46.81155,33.5,1.5,7,2021.97,07:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677337,TRUE,20/08/2018 11:15,9.8843,46.81094,33,1.5,7,2041.45,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676585,TRUE,20/08/2018 11:30,9.87283,46.81126,33.5,1.9,7,1986.54,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677352,TRUE,20/08/2018 12:00,9.88451,46.81068,29,2.9,6,2031.1,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678364,TRUE,20/08/2018 12:15,9.90342,46.80276,33.5,2.1,8,2092.06,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678088,TRUE,20/08/2018 12:30,9.90265,46.80271,34.5,2.2,7,2079.23,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677272,TRUE,20/08/2018 13:00,9.8836,46.8113,33.5,1.5,7,2102.57,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676138,TRUE,20/08/2018 13:30,9.86928,46.81467,34,1.2,8,2173.21,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676070,TRUE,20/08/2018 13:45,9.86872,46.81466,34,1.5,7,2173.13,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676147,TRUE,20/08/2018 14:00,9.86936,46.81443,35,1.4,8,2185.25,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677746,TRUE,20/08/2018 14:30,9.89714,46.80618,28,1.3,7,2055.66,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678277,TRUE,20/08/2018 14:45,9.90318,46.80275,33,2.4,7,2082.39,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678281,TRUE,20/08/2018 15:00,9.9032,46.80281,30.5,1.9,7,2043.12,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678234,TRUE,20/08/2018 15:15,9.90309,46.80244,30.5,2.2,7,2065.35,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678061,TRUE,20/08/2018 15:30,9.90253,46.80267,30,1.4,8,2067.17,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678230,TRUE,20/08/2018 15:45,9.90308,46.80292,32,2.7,6,2066.51,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678285,TRUE,20/08/2018 16:00,9.90321,46.8022,29.5,2.1,8,2075.05,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678272,TRUE,20/08/2018 16:15,9.90317,46.80222,26.5,1.8,8,2085.4,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678332,TRUE,20/08/2018 16:30,9.90334,46.80239,28.5,1.5,8,2089.98,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678235,TRUE,20/08/2018 16:45,9.90309,46.80264,29.5,1.4,8,2043.46,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676962,TRUE,20/08/2018 17:00,9.87938,46.81311,27,2.1,7,2137.2,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678251,TRUE,21/08/2018 09:00,9.90313,46.80255,31.5,1.8,7,2058.69,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678370,TRUE,21/08/2018 09:15,9.90344,46.8025,32.5,2.7,6,2057.37,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676762,TRUE,21/08/2018 09:45,9.87583,46.81618,33.5,1.7,7,2214.04,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677949,TRUE,21/08/2018 10:00,9.90151,46.80292,33.5,1.6,6,2019.31,06:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676846,TRUE,21/08/2018 10:45,9.87781,46.81282,37.5,2.9,6,2145.82,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678225,TRUE,21/08/2018 11:00,9.90306,46.80266,34.5,1.3,8,2069.3,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678252,TRUE,21/08/2018 11:30,9.90313,46.80249,34.5,1.5,8,2076.32,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677992,TRUE,21/08/2018 11:45,9.90196,46.80268,33.5,2.4,7,2090.78,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678327,TRUE,21/08/2018 12:00,9.90333,46.80246,34.5,2.5,7,2091.83,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677319,TRUE,21/08/2018 13:00,9.88407,46.81147,34.5,1.5,6,2076.51,06:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678046,TRUE,21/08/2018 14:00,9.90246,46.8027,27.5,1.5,7,2075.81,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678205,TRUE,21/08/2018 14:30,9.903,46.80247,28,1.7,8,2103.45,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677048,TRUE,21/08/2018 15:00,9.88024,46.81285,33.5,1.1,7,2141.33,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676386,TRUE,21/08/2018 15:30,9.87153,46.81487,33,1.4,8,2167.99,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678109,TRUE,21/08/2018 15:45,9.90273,46.80281,31.5,2.6,6,2084.03,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678084,TRUE,21/08/2018 16:00,9.90264,46.80242,32,2,8,2074.27,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678163,TRUE,21/08/2018 16:15,9.90291,46.80244,29.5,2,8,2063.17,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678226,TRUE,21/08/2018 16:30,9.90306,46.80266,27.5,1.6,6,2033.25,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678495,TRUE,21/08/2018 16:45,9.90408,46.80274,26,3.7,5,2058.41,05:05,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678190,TRUE,21/08/2018 17:00,9.90297,46.80268,27,1.4,6,2066.76,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678255,TRUE,21/08/2018 17:15,9.90314,46.80276,30,1.8,6,2071.63,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678196,TRUE,21/08/2018 17:30,9.90298,46.80243,26,1.7,6,2096,06:06,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678302,TRUE,21/08/2018 17:45,9.90326,46.80212,26,1.8,7,2078.32,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676838,TRUE,22/08/2018 09:45,9.87768,46.81526,31.5,1.4,8,2230.12,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678244,TRUE,22/08/2018 10:45,9.90312,46.80221,33.5,1.1,8,2084.8,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677197,TRUE,22/08/2018 11:15,9.88229,46.81276,31,1.6,7,2145.88,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676779,TRUE,22/08/2018 11:30,9.8761,46.81576,35.5,1.5,7,2237.2,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050676769,TRUE,22/08/2018 11:45,9.87594,46.8164,36,3.1,7,2232.67,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678273,TRUE,22/08/2018 12:00,9.90317,46.80256,32.5,1.1,8,2085.92,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678319,TRUE,22/08/2018 12:15,9.90331,46.80224,33,1.4,7,2079.14,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678290,TRUE,22/08/2018 12:30,9.90323,46.80237,34,1.9,7,2093.03,07:07,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677752,TRUE,22/08/2018 13:00,9.89724,46.80731,35.5,3,8,2050.46,08:08,gps,Nucifraga caryocatactes,24,K121798,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
