event_id,visible,timestamp,location_long,location_lat,external_temperature,gps:hdop,gps:satellite_count,height_above_ellipsoid,tag_tech_spec,sensor_type,individual_taxon_canonical_name,tag_local_identifier,individual_local_identifier,study_name
32050679202,TRUE,14/08/2022 09:00,9.90696,46.79884,35,2,6,2032.52,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679872,TRUE,14/08/2022 09:45,9.90794,46.79878,37,1.3,7,2089.47,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680203,TRUE,14/08/2022 10:00,9.90873,46.79854,37.5,1.7,6,2128.9,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680435,TRUE,14/08/2022 10:15,9.90921,46.79776,38,1.8,5,2153.44,05:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680382,TRUE,14/08/2022 10:45,9.90907,46.79855,38.5,1.3,7,2131.04,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680248,TRUE,14/08/2022 11:00,9.90879,46.79844,39,2.2,5,2066.33,05:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680393,TRUE,14/08/2022 11:15,9.90909,46.79854,39,2.2,5,2124.61,05:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679768,TRUE,14/08/2022 11:45,9.90769,46.7999,38,2.2,6,2148.18,06:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679302,TRUE,14/08/2022 12:00,9.90719,46.80009,39,2.9,6,2182.02,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679951,TRUE,14/08/2022 12:15,9.9082,46.79849,39,1.6,6,2110.62,06:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679964,TRUE,14/08/2022 12:30,9.90824,46.79862,41.5,2.7,5,2124.69,05:05,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678498,TRUE,14/08/2022 12:45,9.90408,46.79359,36.5,1.6,7,1989.21,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677929,TRUE,14/08/2022 13:00,9.90129,46.79411,33.5,1.3,7,2024.03,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677926,TRUE,14/08/2022 13:15,9.90126,46.79419,36.5,1.4,6,2018.18,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679005,TRUE,14/08/2022 13:45,9.90618,46.79792,36,1.3,8,2026.19,08:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679417,TRUE,14/08/2022 14:00,9.90731,46.79804,38,1.6,6,1845.14,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679861,TRUE,15/08/2022 09:30,9.90791,46.79979,38,1.4,6,2110.24,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679994,TRUE,15/08/2022 10:30,9.90833,46.7986,36.5,1.3,6,2093.34,06:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679774,TRUE,15/08/2022 10:45,9.90771,46.7988,37,1.9,7,2101.59,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679927,TRUE,15/08/2022 11:00,9.90811,46.7989,36.5,1.7,6,2109.57,06:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679960,TRUE,15/08/2022 11:15,9.90823,46.79848,39,1.3,7,2107.97,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680470,TRUE,15/08/2022 11:45,9.90936,46.79876,36.5,2,7,2121.27,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680375,TRUE,15/08/2022 12:00,9.90905,46.79868,39,1.8,7,2129.73,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680367,TRUE,15/08/2022 12:15,9.90903,46.79866,40.5,1.3,7,2129.74,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680323,TRUE,15/08/2022 12:45,9.90893,46.79901,39.5,2.3,5,2117.64,05:05,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677910,TRUE,15/08/2022 13:00,9.90108,46.79465,37,1.5,6,1994.29,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677968,TRUE,15/08/2022 13:15,9.90165,46.79402,23.5,1.6,6,1997.53,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677927,TRUE,15/08/2022 13:30,9.90128,46.79432,29,1.9,6,2000.21,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678922,TRUE,15/08/2022 13:45,9.90592,46.79757,29,1.3,7,1952.28,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678975,TRUE,15/08/2022 14:00,9.90609,46.79785,32.5,1.3,8,2049.97,08:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679961,TRUE,16/08/2022 09:15,9.90823,46.79859,36.5,1.6,6,2123.54,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679796,TRUE,16/08/2022 10:15,9.90776,46.79872,37,1.6,6,2081.73,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679666,TRUE,16/08/2022 10:30,9.90754,46.79864,37.5,1.1,8,2106.22,08:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677938,TRUE,16/08/2022 10:45,9.90135,46.79437,38,2,6,2006.98,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677959,TRUE,16/08/2022 11:00,9.90159,46.79432,26.5,3.1,5,2024.89,05:05,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677932,TRUE,16/08/2022 11:15,9.90133,46.79421,32,2.9,6,2004.53,06:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677922,TRUE,16/08/2022 11:30,9.90121,46.79414,38,2.7,7,1998.14,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679924,TRUE,16/08/2022 12:00,9.9081,46.79926,39.5,1.2,7,2103.63,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679965,TRUE,16/08/2022 12:15,9.90824,46.79937,40,1.6,6,2137.39,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680112,TRUE,16/08/2022 12:30,9.90857,46.79907,38,1.4,7,2167.16,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680301,TRUE,16/08/2022 13:00,9.90888,46.79855,39,1.3,7,2108.97,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680281,TRUE,16/08/2022 13:15,9.90885,46.79874,39,2,7,2117.98,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680249,TRUE,16/08/2022 13:30,9.90879,46.79892,39.5,2.1,5,2114.14,05:05,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680238,TRUE,16/08/2022 13:45,9.90878,46.7986,40,2.8,5,2156.31,05:05,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680090,TRUE,17/08/2022 09:00,9.90853,46.79855,38,1.4,8,2117.19,08:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680271,TRUE,17/08/2022 09:15,9.90883,46.79837,37,1.6,6,2086.02,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679855,TRUE,17/08/2022 09:45,9.9079,46.79879,39,1.2,7,2110.81,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679899,TRUE,17/08/2022 10:00,9.90803,46.79898,38,1.2,7,2109.34,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677972,TRUE,17/08/2022 10:15,9.90172,46.79412,36.5,2.1,5,2018.46,05:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050677934,TRUE,17/08/2022 10:30,9.90134,46.79437,29.5,1.7,7,2007.72,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680354,TRUE,17/08/2022 10:45,9.90899,46.79856,36.5,1.5,7,2125.22,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680550,TRUE,17/08/2022 11:00,9.90974,46.79943,38,2.2,6,2153.36,06:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679889,TRUE,17/08/2022 11:30,9.90799,46.79889,40,1,7,2137.88,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680387,TRUE,17/08/2022 11:45,9.90908,46.7983,39.5,2.1,6,2097.11,06:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680578,TRUE,17/08/2022 12:45,9.90983,46.79846,38.5,1.1,8,2169.92,08:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680318,TRUE,17/08/2022 13:15,9.90892,46.79897,39,1.1,8,2130.98,08:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680568,TRUE,17/08/2022 13:45,9.9098,46.79905,37.5,1.3,8,2161.83,08:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680489,TRUE,17/08/2022 14:00,9.90947,46.79947,38,1.5,7,2163.84,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680559,TRUE,18/08/2022 09:00,9.90976,46.79921,37.5,1.3,7,2159.5,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679953,TRUE,18/08/2022 09:30,9.90821,46.79868,36.5,1.5,6,2078.76,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679079,TRUE,18/08/2022 10:00,9.90652,46.79799,35.5,1.9,6,2004.4,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679881,TRUE,18/08/2022 10:30,9.90797,46.79848,37,1.4,7,2075.13,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680466,TRUE,18/08/2022 11:00,9.90932,46.79864,37.5,1.5,6,2115.96,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680594,TRUE,18/08/2022 11:15,9.90989,46.79868,36.5,1.1,7,2146.43,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680543,TRUE,18/08/2022 11:30,9.90972,46.79952,34.5,1.3,7,2159.93,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679962,TRUE,18/08/2022 11:45,9.90823,46.79935,36.5,3.7,5,2081.77,05:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680445,TRUE,18/08/2022 12:00,9.90924,46.79872,36,2.4,6,2123.53,06:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680045,TRUE,18/08/2022 12:15,9.90843,46.79931,34.5,2.9,5,2124.19,05:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680513,TRUE,18/08/2022 12:30,9.90958,46.79861,34.5,1.3,7,2139.1,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679978,TRUE,18/08/2022 12:45,9.9083,46.79934,36,3.1,4,2139.1,04:04,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680046,TRUE,18/08/2022 13:00,9.90843,46.79911,36,2.9,6,2138.71,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680106,TRUE,18/08/2022 13:15,9.90856,46.79928,35.5,1.3,6,2121.3,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680206,TRUE,18/08/2022 13:30,9.90874,46.79833,34,1.5,7,2185.94,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679928,TRUE,18/08/2022 13:45,9.90811,46.79936,31,3,4,2185.94,04:04,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679892,TRUE,18/08/2022 14:00,9.90801,46.79887,30.5,1.7,7,2099.71,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680422,TRUE,19/08/2022 09:00,9.90918,46.79863,29.5,1.6,6,2114.13,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680379,TRUE,19/08/2022 09:15,9.90906,46.79878,29.5,1.6,5,2093.17,05:05,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680239,TRUE,19/08/2022 09:30,9.90878,46.79865,31,1.3,7,2136.09,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679844,TRUE,19/08/2022 10:00,9.90788,46.79968,26.5,1.4,7,2116.75,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680174,TRUE,19/08/2022 10:15,9.90868,46.79966,28.5,1.2,7,2144.58,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680653,TRUE,19/08/2022 10:45,9.9101,46.79827,25,2,5,2135.16,05:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050678599,TRUE,19/08/2022 11:00,9.90475,46.79744,26.5,1.9,5,2134.29,05:05,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679936,TRUE,19/08/2022 11:15,9.90813,46.79875,23.5,2.7,4,2134.3,04:05,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680311,TRUE,19/08/2022 12:00,9.9089,46.79892,25,1.3,7,2115.51,07:08,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679271,TRUE,19/08/2022 12:15,9.90713,46.79848,24.5,2.7,5,2071.92,05:05,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679945,TRUE,19/08/2022 12:30,9.90817,46.79875,26,1.8,7,2048.59,07:07,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680007,TRUE,19/08/2022 13:00,9.90835,46.79967,24,1.7,6,2062.61,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050679862,TRUE,19/08/2022 13:15,9.90791,46.79936,26,1.3,6,2101.8,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050680038,TRUE,19/08/2022 13:30,9.90842,46.79834,23.5,1.6,6,2101.63,06:06,gps,Nucifraga caryocatactes,6000,K96941,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674449,TRUE,25/08/2021 12:00,9.8531,46.73326,37.5,2.1,6,2117.28,06:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674499,TRUE,25/08/2021 13:00,9.85328,46.73443,37.5,3,7,2124.6,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050673458,TRUE,25/08/2021 14:00,9.85103,46.73643,40.5,1.6,6,2133.23,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674560,TRUE,26/08/2021 09:00,9.85347,46.73458,37,1.4,7,2165.65,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674775,TRUE,26/08/2021 10:00,9.85433,46.73406,35,3,7,2183.12,07:08,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674860,TRUE,26/08/2021 11:00,9.85563,46.72805,37.5,2.7,6,2153.37,06:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674672,TRUE,26/08/2021 12:00,9.85385,46.73331,42,2.1,6,2154.64,06:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674392,TRUE,26/08/2021 13:00,9.85299,46.7344,39,2.8,6,2153.95,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674308,TRUE,26/08/2021 14:00,9.8528,46.7345,38.5,1.7,6,2124.02,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674786,TRUE,27/08/2021 14:00,9.8544,46.73457,38.5,1.9,7,2148.99,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674797,TRUE,28/08/2021 14:00,9.85451,46.73323,38,1.5,7,2140.66,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674260,TRUE,29/08/2021 09:00,9.85269,46.73404,35.5,3.2,5,2104.18,05:05,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674444,TRUE,29/08/2021 10:00,9.85309,46.73403,32,1.6,6,2104.46,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674536,TRUE,29/08/2021 11:00,9.85339,46.7329,36,1.8,6,2125.36,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674816,TRUE,29/08/2021 14:00,9.85469,46.73386,36.5,1.5,7,2182.27,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674337,TRUE,30/08/2021 14:00,9.85288,46.73319,35.5,1.3,8,2103.76,08:08,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674856,TRUE,31/08/2021 14:00,9.85555,46.73336,38.5,2.9,6,2174.23,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674820,TRUE,01/09/2021 09:00,9.85474,46.73344,38.5,2.4,6,2099.69,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674747,TRUE,01/09/2021 14:00,9.85415,46.73458,40,2.5,6,2159.11,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674431,TRUE,02/09/2021 10:00,9.85307,46.73446,37.5,1.8,6,2118.58,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674732,TRUE,02/09/2021 11:00,9.85409,46.73472,38.5,3.4,6,2159.75,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674723,TRUE,02/09/2021 12:00,9.85403,46.73484,39.5,2.8,7,2167.82,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674761,TRUE,02/09/2021 13:00,9.85424,46.73466,41,2.1,4,2167.82,04:04,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674707,TRUE,02/09/2021 14:00,9.85397,46.73453,34.5,1.9,5,2167.12,05:05,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674700,TRUE,03/09/2021 09:00,9.85394,46.73401,37,1.4,7,2166.79,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674236,TRUE,03/09/2021 12:00,9.85264,46.73463,42,3.5,5,2183.93,05:05,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674468,TRUE,03/09/2021 13:00,9.85317,46.73514,38,1.2,8,2156.27,08:08,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674997,TRUE,04/09/2021 09:00,9.85769,46.73002,35.5,2.9,7,2206.31,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674561,TRUE,04/09/2021 10:00,9.85347,46.73284,39,3.9,6,2100.16,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674863,TRUE,04/09/2021 11:00,9.85568,46.73333,37.5,1.9,7,2170.75,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674751,TRUE,04/09/2021 12:00,9.85417,46.73327,39,2.5,7,2170.84,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674708,TRUE,04/09/2021 13:00,9.85397,46.73464,41.5,1.4,8,2196.48,08:08,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674951,TRUE,04/09/2021 14:00,9.85701,46.72779,39,3,7,2219.52,07:07,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674488,TRUE,06/09/2021 10:00,9.85323,46.73425,39,3.4,5,2104.82,05:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674776,TRUE,06/09/2021 11:00,9.85434,46.73384,38,3.6,7,2142.66,07:08,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674748,TRUE,06/09/2021 12:00,9.85415,46.73456,40,2.3,6,2128.75,06:06,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674598,TRUE,06/09/2021 13:00,9.8536,46.73456,38.5,1.2,8,2180.93,08:08,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
32050674486,TRUE,06/09/2021 14:00,9.85322,46.73361,38,1.1,8,2134.39,08:08,gps,Nucifraga caryocatactes,6001,K94647,Movement patterns of seed dispersing spotted nutcrackers (Nucifraga caryocatactes)
